ticker,company name,short name,industry,exchange,market cap,sector
TS,Tenaris S.A. American Depositary Shares,Tenaris S.A. American Depositary Shares,Oil & Gas - Services,New York Stock Exchange,15004623109,Energy
TSE,Trinseo S.A.,Trinseo S.A.,Autos,New York Stock Exchange,2113073400,Consumer Cyclical
TSI,TCW Strategic Income Fund Inc.,TCW Strategic Income Fund,Asset Management,New York Stock Exchange,257509568,Financial Services
TSLF,THL Credit Senior Loan Fund of Beneficial Interest,THL Credit Senior Loan Fund of Beneficial Interest,Asset Management,New York Stock Exchange,114178256,Financial Services
TSLX,TPG Specialty Lending Inc.,TPG Specialty Lending,Asset Management,New York Stock Exchange,1304387339,Financial Services
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Taiwan Semiconductor Manufacturing Company,Semiconductors,New York Stock Exchange,1.97252E+11,Technology
TSN,Tyson Foods Inc.,Tyson Foods,Consumer Packaged Goods,New York Stock Exchange,22446643283,Consumer Defensive
TSQ,Townsquare Media Inc. Class A,Townsquare Media,Entertainment,New York Stock Exchange,116322552,Consumer Cyclical
TSS,Total System Services Inc.,Total System Services,Credit Services,New York Stock Exchange,16811981184,Financial Services
TSU,TIM Participacoes S.A. American Depositary Shares (Each representing 5),TIM Participacoes S.A. American Depositary Shares (Each representing 5),Communication Services,New York Stock Exchange,8246036610,Communication Services
TTC,Toro Company (The),Toro Company (The),Industrial Products,New York Stock Exchange,6347385454,Industrials
TTI,Tetra Technologies Inc.,Tetra,Oil & Gas - Services,New York Stock Exchange,297933691,Energy
TTM,Tata Motors Ltd Limited,Tata Motors Limited,Autos,New York Stock Exchange,8296064152,Consumer Cyclical
TTP,Tortoise Pipeline & Energy Fund Inc.,Tortoise Pipeline & Energy Fund,Asset Management,New York Stock Exchange,153542429,Financial Services
TU,Telus Corporation,Telus,Communication Services,New York Stock Exchange,21366846682,Communication Services
TUP,Tupperware Brands Corporation,Tupperware Brands,Packaging & Containers,New York Stock Exchange,1334031377,Consumer Cyclical
TV,Grupo Televisa S.A.,Grupo Televisa S.A.,Entertainment,New York Stock Exchange,7564833328,Consumer Cyclical
TVC,Tennessee Valley Authority,Tennessee Valley Authority,Utilities - Regulated,New York Stock Exchange,0,Utilities
TVPT,Travelport Worldwide Limited,Travelport Worldwide Limited,Travel & Leisure,New York Stock Exchange,1983151421,Consumer Cyclical
TWI,Titan International Inc. (DE),Titan International (DE),Farm & Construction Machinery,New York Stock Exchange,334336709,Industrials
TWLO,Twilio Inc. Class A,Twilio,Application Software,New York Stock Exchange,11345356137,Technology
TWN,Taiwan Fund Inc. (The),Taiwan Fund (The),Asset Management,New York Stock Exchange,133023347,Financial Services
TWO,Two Harbors Investment Corp,Two Harbors Investment,REITs,New York Stock Exchange,3628185473,Real Estate
TWTR,Twitter Inc.,Twitter,Online Media,New York Stock Exchange,25920571659,Technology
TX,Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),Steel,New York Stock Exchange,5987384149,Basic Materials
TXT,Textron Inc.,Textron,Aerospace & Defense,New York Stock Exchange,13132068643,Industrials
TY,Tri Continental Corporation,Tri Continental,Asset Management,New York Stock Exchange,1398047954,Financial Services
TYG,Tortoise Energy Infrastructure Corporation,Tortoise Energy Infrastructure,Asset Management,New York Stock Exchange,1329864077,Financial Services
TYL,Tyler Technologies Inc.,Tyler,Application Software,New York Stock Exchange,7919556195,Technology
UA,Under Armour Inc. Class C,Under Armour C,Manufacturing - Apparel & Furniture,New York Stock Exchange,8595183830,Consumer Cyclical
UAA,Under Armour Inc. Class A,Under Armour,Manufacturing - Apparel & Furniture,New York Stock Exchange,9377583193,Consumer Cyclical
UAN,CVR Partners LP representing Limited Partner Interests,CVR Partners representing Limited Partner Interests,Agriculture,New York Stock Exchange,402154554,Basic Materials
UBA,Urstadt Biddle Properties Inc.,Urstadt Biddle Properties,REITs,New York Stock Exchange,861125138,Real Estate
UBP,Urstadt Biddle Properties Inc.,Urstadt Biddle Properties,REITs,New York Stock Exchange,684034096,Real Estate
UBS,UBS Group AG Registered,UBS AG Registered,Banks,New York Stock Exchange,48449528010,Financial Services
UDR,UDR Inc.,UDR,REITs,New York Stock Exchange,12053667993,Real Estate
UE,Urban Edge Properties of Beneficial Interest,Urban Edge Properties of Beneficial Interest,REITs,New York Stock Exchange,2318117710,Real Estate
UFI,Unifi Inc.,Unifi,Homebuilding & Construction,New York Stock Exchange,384384285,Consumer Cyclical
UFS,Domtar Corporation (NEW),Domtar (NEW),Forest Products,New York Stock Exchange,3180504019,Basic Materials
UGI,UGI Corporation,UGI,Utilities - Regulated,New York Stock Exchange,9846670008,Utilities
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one),Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one),Oil & Gas - Refining & Marketing,New York Stock Exchange,8443882426,Energy
UHS,Universal Health Services Inc.,Universal Health Services,Health Care Providers,New York Stock Exchange,12509985368,Healthcare
UHT,Universal Health Realty Income Trust,Universal Health Realty Income Trust,REITs,New York Stock Exchange,977816304,Real Estate
UIS,Unisys Corporation,Unisys,Application Software,New York Stock Exchange,669442778,Technology
UL,Unilever PLC,Unilever PLC,Consumer Packaged Goods,New York Stock Exchange,1.42788E+11,Consumer Defensive
UMC,United Microelectronics Corporation (NEW),United Microelectronics (NEW),Semiconductors,New York Stock Exchange,4376224968,Technology
UMH,UMH Properties Inc.,UMH Properties,REITs,New York Stock Exchange,517900818,Real Estate
UN,Unilever NV,Unilever NV,Consumer Packaged Goods,New York Stock Exchange,1.45167E+11,Consumer Defensive
UNF,Unifirst Corporation,Unifirst,Manufacturing - Apparel & Furniture,New York Stock Exchange,2649594597,Consumer Cyclical
UNFI,United Natural Foods Inc.,United Natural Foods,Retail - Defensive,New York Stock Exchange,690155156,Consumer Defensive
UNH,UnitedHealth Group Incorporated (DE),UnitedHealth Incorporated (DE),Health Care Plans,New York Stock Exchange,2.57363E+11,Healthcare
UNM,Unum Group,Unum,Insurance - Life,New York Stock Exchange,7538073069,Financial Services
UNP,Union Pacific Corporation,Union Pacific,Transportation & Logistics,New York Stock Exchange,1.18078E+11,Industrials
UNT,Unit Corporation,Unit,Oil & Gas - Drilling,New York Stock Exchange,870334058,Energy
UNVR,Univar Inc.,Univar,Chemicals,New York Stock Exchange,3029314134,Basic Materials
UPS,United Parcel Service Inc.,United Parcel Service,Transportation & Logistics,New York Stock Exchange,91638690000,Industrials
URI,United Rentals Inc.,United Rentals,Consulting & Outsourcing,New York Stock Exchange,10237800878,Industrials
USA,Liberty All-Star Equity Fund,Liberty All-Star Equity Fund,Asset Management,New York Stock Exchange,1172163840,Financial Services
USAC,USA Compression Partners LP Representing Limited Partner Interests,USA Compression Partners Representing Limited Partner Interests,Oil & Gas - Services,New York Stock Exchange,1439687737,Energy
USB,U.S. Bancorp,U.S. Bancorp,Banks,New York Stock Exchange,82784359315,Financial Services
USDP,USD Partners LP representing limited partner interest,USD Partners representing limited partner interest,Transportation & Logistics,New York Stock Exchange,306097175,Industrials
USFD,US Foods Holding Corp.,US Foods Holding,Retail - Defensive,New York Stock Exchange,7503615095,Consumer Defensive
USG,USG Corporation,USG,Building Materials,New York Stock Exchange,6031162412,Basic Materials
USM,United States Cellular Corporation,United States Cellular,Communication Services,New York Stock Exchange,4825737660,Communication Services
USNA,USANA Health Sciences Inc.,USANA Health Sciences,Consumer Packaged Goods,New York Stock Exchange,2832353986,Consumer Defensive
USPH,U.S. Physical Therapy Inc.,U.S. Physical Therapy,Health Care Providers,New York Stock Exchange,1379721563,Healthcare
USX,U.S. Xpress Enterprises Inc. Class A,U.S. Xpress Enterprises,Transportation & Logistics,New York Stock Exchange,371408775,Industrials
UTF,Cohen & Steers Infrastructure Fund Inc,Cohen & Steers Infrastructure Fund,Asset Management,New York Stock Exchange,1995629982,Financial Services
UTI,Universal Technical Institute Inc,Universal Technical Institute,Education,New York Stock Exchange,88778949,Consumer Defensive
UTL,UNITIL Corporation,UNITIL,Utilities - Regulated,New York Stock Exchange,779759911,Utilities
UTX,United Technologies Corporation,United,Aerospace & Defense,New York Stock Exchange,1.0358E+11,Industrials
UVE,UNIVERSAL INSURANCE HOLDINGS INC,UNIVERSAL INSURANCE,Insurance - Property & Casualty,New York Stock Exchange,1304966869,Financial Services
UVV,Universal Corporation,Universal,Tobacco Products,New York Stock Exchange,1402996816,Consumer Defensive
V,Visa Inc.,Visa,Credit Services,New York Stock Exchange,3.47188E+11,Financial Services
VAC,Marriot Vacations Worldwide Corporation,Marriot Vacations Worldwide,Travel & Leisure,New York Stock Exchange,4333833638,Consumer Cyclical
VALE,VALE S.A. American Depositary Shares Each Representing one,VALE S.A. American Depositary Shares Each Representing one,Metals & Mining,New York Stock Exchange,62249166156,Basic Materials
VAPO,Vapotherm Inc.,Vapotherm,Medical Devices,New York Stock Exchange,277850220,Healthcare
VAR,Varian Medical Systems Inc.,Varian Medical Systems,Medical Instruments & Equipment,New York Stock Exchange,12116320874,Healthcare
VBF,Invesco Bond Fund,Invesco Bond Fund,Asset Management,New York Stock Exchange,203080682,Financial Services
VCRA,Vocera Communications Inc.,Vocera Communications,Communication Equipment,New York Stock Exchange,1282454408,Technology
VCV,Invesco California Value Municipal Income Trust,Invesco California Value Municipal Income Trust,Asset Management,New York Stock Exchange,570076128,Financial Services
VEC,Vectrus Inc.,Vectrus,Business Services,New York Stock Exchange,290141494,Industrials
VEDL,Vedanta Limited American Depositary Shares (Each representing four equity shares),Vedanta Limited American Depositary Shares (Each representing four equity shares),Metals & Mining,New York Stock Exchange,8517026792,Basic Materials
VEEV,Veeva Systems Inc. Class A,Veeva Systems,Application Software,New York Stock Exchange,16724930309,Technology
VER,VEREIT Inc.,VEREIT,REITs,New York Stock Exchange,7788419879,Real Estate
VET,Vermilion Energy Inc. Common (Canada),Vermilion Energy Common (Canada),Oil & Gas - E&P,New York Stock Exchange,3742032239,Energy
VFC,V.F. Corporation,V.F.,Manufacturing - Apparel & Furniture,New York Stock Exchange,34055908851,Consumer Cyclical
VG,Vonage Holdings Corp.,Vonage,Communication Services,New York Stock Exchange,2271223254,Communication Services
VGI,Virtus Global Multi-Sector Income Fund of Beneficial Interest,Virtus Global Multi-Sector Income Fund of Beneficial Interest,Asset Management,New York Stock Exchange,138929011,Financial Services
VGM,Invesco Trust for Investment Grade Municipals (DE),Invesco Trust for Investment Grade Municipals (DE),Asset Management,New York Stock Exchange,651842283,Financial Services
VGR,Vector Group Ltd.,Vector,Tobacco Products,New York Stock Exchange,1564152526,Consumer Defensive
VHI,Valhi Inc.,Valhi,Chemicals,New York Stock Exchange,1068434164,Basic Materials
VICI,VICI Properties Inc.,VICI Properties,REITs,New York Stock Exchange,8657163812,Real Estate
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two,Vipshop Limited American Depositary Shares each representing two,Retail - Apparel & Specialty,New York Stock Exchange,5167800015,Consumer Cyclical
VIV,Telefonica Brasil S.A. ADS,Telefonica Brasil S.A. ADS,Communication Services,New York Stock Exchange,22594722723,Communication Services
VJET,voxeljet AG American Depositary Shares each representing one-fifth of an/,voxeljet AG American Depositary Shares each representing one-fifth of an/,Computer Hardware,New York Stock Exchange,53437800,Technology
VKQ,Invesco Municipal Trust,Invesco Municipal Trust,Asset Management,New York Stock Exchange,649459465,Financial Services
VLO,Valero Energy Corporation,Valero Energy,Oil & Gas - Refining & Marketing,New York Stock Exchange,36197736125,Energy
VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,Airlines,New York Stock Exchange,775069225,Industrials
VLT,Invesco High Income Trust II,Invesco High Income Trust II,Asset Management,New York Stock Exchange,113008532,Financial Services
VMC,Vulcan Materials Company (Holding Company),Vulcan Materials Company (Holding Company),Building Materials,New York Stock Exchange,13725710234,Basic Materials
VMI,Valmont Industries Inc.,Valmont Industries,Industrial Products,New York Stock Exchange,2858470197,Industrials
VMO,Invesco Municipal Opportunity Trust,Invesco Municipal Opportunity Trust,Asset Management,New York Stock Exchange,792120692,Financial Services
VMW,Vmware Inc. Class A,Vmware,Application Software,New York Stock Exchange,63615095616,Technology
VNCE,Vince Holding Corp.,Vince Holding,Manufacturing - Apparel & Furniture,New York Stock Exchange,139114622,Consumer Cyclical
VNE,Veoneer Inc.,Veoneer,Autos,New York Stock Exchange,2555734534,Consumer Cyclical
VNO,Vornado Realty Trust,Vornado Realty Trust,REITs,New York Stock Exchange,13331423078,Real Estate
VNTR,Venator Materials PLC,Venator Materials PLC,Chemicals,New York Stock Exchange,526713467,Basic Materials
VOC,VOC Energy Trust Units of Beneficial Interest,VOC Energy Trust Units of Beneficial Interest,Oil & Gas - E&P,New York Stock Exchange,72590000,Energy
VOYA,Voya Financial Inc.,Voya Financial,Asset Management,New York Stock Exchange,7243943059,Financial Services
VPG,Vishay Precision Group Inc.,Vishay Precision,Computer Hardware,New York Stock Exchange,443712354,Technology
VPV,Invesco Pennsylvania Value Municipal Income Trust (DE),Invesco Pennsylvania Value Municipal Income Trust (DE),Asset Management,New York Stock Exchange,290005550,Financial Services
VRS,Verso Corporation,Verso,Forest Products,New York Stock Exchange,881111088,Basic Materials
VRTV,Veritiv Corporation,Veritiv,Industrial Products,New York Stock Exchange,543062639,Industrials
VSH,Vishay Intertechnology Inc.,Vishay Intertechnology,Semiconductors,New York Stock Exchange,3117931370,Technology
VSI,Vitamin Shoppe Inc,Vitamin Shoppe,Retail - Apparel & Specialty,New York Stock Exchange,119140668,Consumer Cyclical
VSLR,Vivint Solar Inc.,Vivint Solar,Semiconductors,New York Stock Exchange,528587250,Technology
VSM,Versum Materials Inc.,Versum Materials,Chemicals,New York Stock Exchange,4041476885,Basic Materials
